core,depth_m,age_calBP,CO2_blank_corrected,CO2_blank_gravity_corrected,CO2_se_1sigma,notes
wais,2524.29,20304.1,195.01,193.95,0.69,MBB2014
wais,2528.35,20431.75,198.96,197.89,0.93,MBB2014
wais,2532.4,20559.25,192.77,191.72,1.09,MBB2014
wais,2537.35,20718.6,197.69,196.62,0.82,MBB2014
wais,2541.3,20853.17,195.89,194.83,0.87,MBB2014
wais,2544.3,20955.2,193.41,192.36,0.07,MBB2014
wais,2548.5,21098.53,195.07,194.01,1.16,MBB2014
wais,2552.32,21230.7,192.24,191.2,0.31,MBB2014
wais,2558.44,21445.64,190.22,189.19,0.22,MBB2014
wais,2564.87,21670.9,192.96,191.92,0.95,MBB2014
wais,2568.34,21796.14,195.8,194.74,1.55,MBB2014
wais,2572.31,21936.38,192.38,191.34,0.99,MBB2014
wais,2577.3,22109.17,196.29,195.23,1.3,MBB2014
wais,2581.31,22246.35,197.11,196.04,0.75,MBB2014
wais,2588.42,22491.37,198.99,197.91,1.31,MBB2014
wais,2590.31,22554.91,194.98,193.93,1.26,MBB2014
wais,2592.31,22626.69,196.26,195.2,1.19,MBB2014
wais,2594.97,22718.88,201.04,199.96,0.85,MBB2014
wais,2597.32,22799.75,201.01,199.93,0.19,MBB2014
wais,2598.42,22841.14,199.98,198.9,0.69,MBB2014
wais,2600.32,22910.15,198.59,197.51,0.79,MBB2014
wais,2604.26,23048.53,201.88,200.79,0.2,BMB2021
wais,2606.64,23134.69,197.63,196.56,0.52,BMB2021
wais,2608.32,23192.42,200.23,199.14,1.37,BMB2021
wais,2610.34,23264.48,196.11,195.05,0.82,BMB2021
wais,2612.33,23335.19,198.08,197,0.27,BMB2021
wais,2615.04,23431.7,196.59,195.53,0.34,BMB2021
wais,2616.33,23476.47,203.13,202.03,0.32,BMB2021
wais,2620.33,23608.41,196.48,195.42,0.27,BMB2021
wais,2622.59,23682.56,198.86,197.79,0.54,BMB2021
wais,2624.33,23738.23,199.95,198.87,1.13,BMB2021
wais,2626.33,23800.92,196.86,195.79,0.81,BMB2021
wais,2628.52,23870.59,199.45,198.37,0.33,BMB2021
wais,2632.33,23993.64,198.63,197.56,0.9,BMB2021
wais,2634.6,24066.43,205.06,203.95,2.28,BMB2021
wais,2635.19,24084.3,205.44,204.33,1.05,BMB2021
wais,2636.34,24121.76,195.37,194.31,1.39,BMB2021
wais,2638.34,24187.3,197.56,196.49,0.3,BMB2021
wais,2640.56,24258.85,198.66,197.59,1.42,BMB2021
wais,2642.34,24315.83,198.97,197.89,0.1,BMB2021
wais,2644.34,24377.33,194.02,192.97,0.3,BMB2021
wais,2646.56,24448.73,197.54,196.47,1.06,BMB2021
wais,2650.34,24567.92,197.1,196.04,0.07,BMB2021
wais,2654.35,24688.1,195.98,194.92,0.89,BMB2021
wais,2658.56,24817.3,196.72,195.65,0.01,BMB2021
wais,2660.35,24869.33,193.54,192.49,0.87,BMB2021
wais,2662.35,24928.1,195.24,194.18,0.4,BMB2021
wais,2666.36,25048.85,194.52,193.47,0.03,BMB2021
wais,2670.57,25177.92,191.77,190.73,0.36,BMB2021
wais,2674.36,25293.52,191.01,189.97,0.92,BMB2021
wais,2676.57,25360.92,188.56,187.54,0.33,BMB2021
wais,2678.36,25414.59,192.53,191.49,0.02,BMB2021
wais,2680.38,25478.02,189.87,188.84,0.76,BMB2021
wais,2682.59,25546.92,193.35,192.3,0.46,BMB2021
wais,2686.37,25669.81,196.32,195.26,0.34,BMB2021
wais,2688.58,25739.48,189.35,188.32,0.79,BMB2021
wais,2690.37,25799.09,192.92,191.88,0.94,BMB2021
wais,2692.38,25863.54,196.58,195.52,0.01,BMB2021
wais,2696.38,25993.09,198.41,197.34,0.86,BMB2021
wais,2700.57,26122.93,198.27,197.19,0.65,BMB2021
wais,2702.38,26179.82,191.1,190.07,0.36,BMB2021
wais,2704.39,26241.13,200.53,199.45,0.52,BMB2021
wais,2706.6,26307.59,197.1,196.03,0.66,BMB2021
wais,2710.39,26422.45,198.01,196.94,0.24,BMB2021
wais,2712.61,26492.16,200.63,199.55,4,BMB2021
wais,2714.39,26545.67,197.58,196.51,0.56,BMB2021
wais,2716.39,26604.94,197.94,196.87,0.92,BMB2021
wais,2720.38,26727.56,199.89,198.8,0.92,BMB2021
wais,2722.39,26787.44,197.2,196.13,0.69,BMB2021
wais,2725.09,26869.4,197.15,196.09,0.15,BMB2021
wais,2728.38,26968.23,199.46,198.38,0.1,BMB2021
wais,2730.38,27028.5,200.32,199.24,1.34,BMB2021
wais,2732.38,27088.86,207.79,206.66,0.44,BMB2021
wais,2734.37,27148.01,200.33,199.24,0.42,BMB2021
wais,2738.37,27266.18,198,196.93,0.55,BMB2021
wais,2740.37,27324.94,201.04,199.95,0.8,BMB2021
wais,2742.37,27383.23,201.65,200.56,0.8,BMB2021
wais,2744.37,27439.7,204.14,203.04,0.17,BMB2021
wais,2750.38,27605.74,201.37,200.28,0.47,BMB2021
wais,2752.35,27658.97,201.95,200.85,NaN,BMB2021
wais,2754.39,27717.28,194.71,193.66,NaN,BMB2021
wais,2760.35,27882.91,199.04,197.97,0.31,BMB2021
wais,2764.35,27995.5,199.31,198.23,0.8,BMB2021
wais,2770.33,28157.79,197.06,195.99,NaN,BMB2021
wais,2774.34,28269.81,199.35,198.27,0.18,BMB2021
wais,2780.33,28452.51,197.3,196.23,0.07,BMB2021
wais,2784.46,28581.76,198.56,197.49,0.76,BMB2021
wais,2790.47,28775.92,202.47,201.37,1.04,BMB2021
wais,2794.33,28898.42,202.02,200.93,1.08,BMB2021
wais,2800.31,29084.45,197.74,196.67,0.65,BMB2021
wais,2804.35,29210.8,200.03,198.95,0.58,BMB2021
wais,2810.36,29400.98,196.78,195.71,0.19,BMB2021
wais,2814.3,29528.81,196.01,194.95,0.56,BMB2021
wais,2820.29,29723.99,199.05,197.97,1.93,BMB2021
wais,2824.43,29861.19,197.57,196.5,1.29,BMB2021
wais,2830.43,30067.41,196.01,194.95,0.05,BMB2021
wais,2834.32,30206.28,195.44,194.38,1.01,BMB2021
wais,2840.27,30429.43,192.32,191.28,NaN,BMB2021
wais,2844.26,30577,192.15,191.11,0.36,BMB2021
wais,2850.26,30800.55,191.76,190.73,1.31,BMB2021
wais,2854.4,30985.8,195.48,194.43,0.23,BMB2021
wais,2860.4,31281.33,196.13,195.07,0.11,BMB2021
wais,2864.29,31504.78,195.95,194.89,2.42,BMB2021
wais,2870.24,31848.06,200.04,198.96,0.02,BMB2021
wais,2874.23,32082.24,202.75,201.66,0.14,BMB2021
wais,2880.23,32388.88,206.02,204.91,0.91,BMB2021
wais,2884.37,32582.06,204.14,203.04,0.95,BMB2021
wais,2890.22,32829.01,202.78,201.68,1,BMB2021
wais,2894.22,32992.98,203.58,202.47,0.4,BMB2021
wais,2900.21,33267.11,205.31,204.2,0.75,BMB2021
wais,2904.2,33462.12,206.84,205.72,0.16,BMB2021
wais,2910.3,33747.32,207.49,206.37,0.84,BMB2021
wais,2920.53,34202.21,207.5,206.37,0.76,BMB2021
wais,2924.82,34366.04,204.6,203.5,0.41,BMB2021
wais,2928.87,34515.96,208.84,207.71,0.03,BMB2021
wais,2932.52,34651.84,211.75,210.6,0.19,BMB2021
wais,2934.81,34738.09,209.35,208.21,0.85,BMB2021
wais,2936.89,34819.13,212.6,211.45,1.51,BMB2021
wais,2939.09,34898.94,210.43,209.29,1.18,BMB2021
wais,2940.85,34962.34,214.58,213.42,1,BMB2021
wais,2942.8,35036.3,210.51,209.37,1,BMB2021
wais,2944.47,35099.48,211.25,210.1,0.22,BMB2021
wais,2946.83,35192.18,212.04,210.89,0.04,BMB2021
wais,2948.7,35266.7,212.49,211.34,0.72,BMB2021
wais,2950.5,35337.7,215.3,214.13,0.89,BMB2021
wais,2952.87,35426.58,211.91,210.76,0.34,BMB2021
wais,2960.79,35719.69,208.45,207.32,0.07,BMB2021
wais,2970.72,36107.4,212.16,211.01,0.75,BMB2021
wais,2974.47,36244.16,209.67,208.54,1.02,BMB2021
wais,2980.47,36492.63,210.01,208.87,0.83,BMB2021
wais,2987.01,36784.78,209.41,208.27,NaN,BMB2021
wais,2988.71,36862.77,210,208.86,0.33,BMB2021
wais,2990.76,36960.69,210.24,209.1,0.49,BMB2021
wais,2992.42,37038.95,213.25,212.1,NaN,BMB2021
wais,2994.81,37153.83,212.98,211.83,1.19,BMB2021
wais,2996.75,37244.7,214.24,213.08,NaN,BMB2021
wais,2998.81,37343.79,216.66,215.48,0.15,BMB2021
wais,3000.81,37441.23,219.64,218.45,1.49,BMB2021
wais,3002.8,37535.12,219.72,218.53,0.45,BMB2021
wais,3004.8,37628,220.68,219.49,0.02,BMB2021
wais,3008.8,37818.9,222.21,221,0.06,BMB2021
wais,3010.8,37918.26,221.97,220.76,0.54,BMB2021
wais,3012.84,38017.2,220.33,219.14,0.71,BMB2021
wais,3014.79,38103.75,220.1,218.91,NaN,BMB2021
wais,3016.79,38188.4,220.24,219.05,1.03,BMB2021
wais,3018.97,38279.39,220.53,219.33,0.66,BMB2021
wais,3020.78,38353.97,217.39,216.21,0.92,BMB2021
wais,3022.78,38442.94,218.05,216.87,2.74,BMB2021
wais,3024.78,38525.38,214.9,213.74,0.03,BMB2021
wais,3026.78,38603.59,216.99,215.82,0.34,BMB2021
wais,3028.78,38679.76,213.22,212.07,1.47,BMB2021
wais,3030.96,38762.59,215.89,214.73,0.64,BMB2021
wais,3032.77,38832.48,217.19,216.02,1.17,BMB2021
wais,3034.82,38914.2,213.64,212.48,0.28,BMB2021
wais,3036.95,38999.98,214.96,213.8,0.55,BMB2021
wais,3038.78,39076.31,213.01,211.86,0.83,BMB2021
wais,3040.76,39151.21,215.66,214.5,0.77,BMB2021
wais,3042.87,39232.31,215.48,214.32,1.14,BMB2021
wais,3044.76,39304.86,214,212.84,0.28,BMB2021
wais,3046.75,39385.22,217.25,216.08,0.63,BMB2021
wais,3048.77,39469.04,219.31,218.13,0.24,BMB2021
wais,3050.75,39557.03,205.54,204.43,0.07,BMB2021
wais,3052.75,39644.25,203.68,202.57,1.25,BMB2021
wais,3054.79,39740.01,206.95,205.83,1.01,BMB2021
wais,3056.74,39833.33,206.76,205.64,0.12,BMB2021
wais,3058.74,39938.5,202.44,201.34,0.06,BMB2021
wais,3060.74,40035.26,203.77,202.66,0.06,BMB2021
wais,3062.73,40136.67,204.04,202.93,0.48,BMB2021
wais,3064.73,40236.17,201.42,200.33,1.05,BMB2021
wais,3066.92,40352.62,203.38,202.28,0.43,BMB2021
wais,3068.73,40443.17,200.67,199.59,0.02,BMB2021
wais,3070.73,40539.34,204.13,203.03,0.52,BMB2021
wais,3072.72,40630.36,201.37,200.28,1.17,BMB2021
wais,3074.72,40720.77,201.94,200.85,0.22,BMB2021
wais,3076.72,40811.78,202.79,201.69,1.16,BMB2021
wais,3078.22,40878.14,204.17,203.07,0.27,BMB2021
wais,3080.72,40991.48,205.56,204.44,0.72,BMB2021
wais,3082.54,41081.37,206.23,205.12,0.37,BMB2021
wais,3084.73,41193.28,209,207.87,0.12,BMB2021
wais,3086.71,41290.83,209.43,208.29,1.29,BMB2021
wais,3090.71,41475.95,207.26,206.14,0.74,BMB2021
wais,3092.7,41572.15,205.99,204.87,0.81,BMB2021
wais,3094.63,41664.8,203.98,202.88,0.49,BMB2021
wais,3098.59,41847.05,204.43,203.33,0.4,BMB2021
wais,3100.69,41942.12,204.48,203.37,1.34,BMB2021
wais,3102.68,42040.04,202.8,201.7,1.1,BMB2021
wais,3104.68,42145.3,204.32,203.21,0.09,BMB2021
wais,3106.68,42253.71,204.97,203.86,1.11,BMB2021
wais,3110.67,42472.44,208.61,207.48,0.37,BMB2021
wais,3114.67,42700.44,207.55,206.42,0.66,BMB2021
wais,3116.66,42812.47,212.55,211.4,0.45,BMB2021
wais,3118.66,42922.95,209.95,208.81,0.26,BMB2021
wais,3120.66,43035.06,215.66,214.49,3.25,BMB2021
wais,3122.76,43151.54,209.62,208.48,0.09,BMB2021
wais,3124.65,43251,208.52,207.39,1.41,BMB2021
wais,3126.65,43353.74,208.46,207.33,1.04,BMB2021
wais,3128.65,43455.9,209.46,208.33,0.67,BMB2021
wais,3130.65,43555.13,206.58,205.46,0.44,BMB2021
wais,3132.65,43652.65,205.17,204.06,1.32,BMB2021
wais,3134.65,43753.11,208.87,207.74,NaN,BMB2021
wais,3136.64,43855.42,208,206.88,0.2,BMB2021
wais,3140.65,44053.64,205.23,204.12,1.69,BMB2021
wais,3146.63,44383.93,207.16,206.04,0.17,BMB2021
wais,3148.63,44492.93,212.22,211.07,0.22,BMB2021
wais,3152.63,44713.53,209.72,208.58,0.37,BMB2021
wais,3154.62,44821.91,211.7,210.55,0.39,BMB2021
wais,3158.62,45045.64,214.22,213.06,1.31,BMB2021
wais,3160.62,45164.25,214.57,213.41,0.81,BMB2021
wais,3164.61,45396.37,218.07,216.89,0.43,BMB2021
wais,3168.6,45621.6,219.91,218.72,NaN,BMB2021
wais,3170.6,45738.5,220.02,218.83,NaN,BMB2021
wais,3173.6,45912.13,222.88,221.68,0.11,BMB2021
wais,3177.65,46135.66,220.7,219.51,1.24,BMB2021
wais,3179.59,46239.36,221.24,220.04,0.8,BMB2021
wais,3181.09,46322.7,225.61,224.39,0.14,BMB2021
wais,3183.1,46433.7,222.88,221.67,0.54,BMB2021
wais,3185.08,46545.15,220.97,219.77,0.17,BMB2021
wais,3187.08,46655.41,221.62,220.43,1.48,BMB2021
wais,3189.08,46761.42,221.26,220.06,1.04,BMB2021
wais,3191.07,46862.16,220.33,219.14,0.66,BMB2021
wais,3192.02,46907.63,220.88,219.69,NaN,BMB2021
wais,3195.07,47057.26,217.68,216.51,0.39,BMB2021
wais,3197.07,47149.96,217.26,216.08,0.01,BMB2021
wais,3200.06,47293.64,214.8,213.64,0.9,BMB2021
wais,3201.07,47343.25,214.83,213.67,0.7,BMB2021
wais,3203.08,47441.92,212.11,210.96,1.23,BMB2021
wais,3205.17,47542.7,211.44,210.29,NaN,BMB2021
wais,3207.06,47633.5,211.27,210.13,1.01,BMB2021
wais,3209.57,47756.63,211.95,210.8,0.86,BMB2021
wais,3211.12,47829.22,211.91,210.76,0.36,BMB2021
wais,3212.05,47871.96,209.6,208.47,1.88,BMB2021
wais,3213.05,47917.8,212.44,211.29,0.82,BMB2021
wais,3214.12,47971.44,211.65,210.51,0.02,BMB2021
wais,3215.05,48014.87,210.05,208.91,0.17,BMB2021
wais,3215.93,48059.12,209.75,208.62,0.42,BMB2021
wais,3217.17,48120.44,209.93,208.8,0.32,BMB2021
wais,3218.08,48166.49,208.18,207.05,1.07,BMB2021
wais,3219.04,48215.44,207.03,205.9,0.85,BMB2021
wais,3220.03,48270.28,214.12,212.96,0.73,BMB2021
wais,3221.04,48328.29,211.73,210.58,0.33,BMB2021
wais,3221.72,48370.74,206.48,205.36,0.87,BMB2021
wais,3222.97,48449.64,203.62,202.52,0.8,BMB2021
wais,3224.04,48521.66,204.27,203.17,1.11,BMB2021
wais,3225.03,48588.77,205.74,204.63,1.18,BMB2021
wais,3226.08,48661.12,205.82,204.7,0.78,BMB2021
wais,3227.03,48733.92,205.57,204.46,0.42,BMB2021
wais,3228.03,48812.26,205.63,204.52,0.94,BMB2021
wais,3229.07,48893.16,202.16,201.07,0.04,BMB2021
wais,3231.02,49042.71,204.28,203.17,1.17,BMB2021
wais,3233.02,49197.76,203.31,202.21,NaN,BMB2021
wais,3236.01,49401.42,205.08,203.97,0.74,BMB2021
wais,3237.32,49484.18,206.09,204.97,0.77,BMB2021
wais,3238.51,49560.95,206.15,205.03,NaN,BMB2021
wais,3239.01,49593.7,207.12,206,0.2,BMB2021
wais,3241.16,49727.09,210.1,208.96,0.81,BMB2021
wais,3243.02,49840.6,205.61,204.5,0.9,BMB2021
wais,3245,49949.53,207.41,206.28,NaN,BMB2021
wais,3247,50064.5,209.94,208.8,NaN,BMB2021
wais,3248,50122.8,209.57,208.43,NaN,BMB2021
wais,3249,50185.83,209.89,208.75,1.16,BMB2021
wais,3250.99,50309.86,205.17,204.06,1.02,BMB2021
wais,3252.99,50428.72,209.07,207.94,NaN,BMB2021
wais,3254.99,50554.37,211.21,210.06,NaN,BMB2021
wais,3256.99,50682.52,211.46,210.32,NaN,BMB2021
wais,3259.25,50830.82,212.65,211.5,NaN,BMB2021
wais,3260.98,50947.19,216.83,215.66,NaN,BMB2021
wais,3263,51078.23,214.71,213.54,NaN,BMB2021
wais,3264.98,51208.11,216.14,214.97,NaN,BMB2021
wais,3267.16,51352.17,215.46,214.29,NaN,BMB2021
wais,3268.97,51478.09,219.09,217.91,NaN,BMB2021
wais,3270.97,51614.55,220.14,218.94,0.55,BMB2021
wais,3272.97,51756.25,220.87,219.67,NaN,BMB2021
wais,3274.96,51891.26,216.47,215.29,0.91,BMB2021
wais,3276.96,52039.66,220.2,219,0.55,BMB2021
wais,3278.96,52187.2,222,220.8,NaN,BMB2021
wais,3280.96,52328.02,221.21,220.01,NaN,BMB2021
wais,3282.97,52471.21,224.84,223.63,0.45,BMB2021
wais,3284.95,52615.67,228.01,226.78,1.35,BMB2021
wais,3286.11,52697.06,224.55,223.34,0.18,BMB2021
wais,3288.94,52907.78,225.21,223.99,0.48,BMB2021
wais,3290.94,53049.44,227.56,226.33,0.57,BMB2021
wais,3292.93,53196.88,226.59,225.37,NaN,BMB2021
wais,3294.94,53344.88,224.92,223.71,1.35,BMB2021
wais,3296.94,53489.7,226.06,224.84,0.81,BMB2021
wais,3298.93,53643.36,226.88,225.65,0.31,BMB2021
wais,3300.93,53789.94,221.7,220.5,NaN,BMB2021
wais,3302.95,53935.1,223.87,222.66,0.22,BMB2021
wais,3304.93,54074.24,221.83,220.63,0.56,BMB2021
wais,3306.92,54206.76,221.21,220.01,0.79,BMB2021
wais,3308.92,54335,221.92,220.72,NaN,BMB2021
wais,3310.92,54466.68,218.64,217.45,NaN,BMB2021
wais,3313.11,54607.14,217.4,216.22,NaN,BMB2021
wais,3314.91,54729.05,218.22,217.04,1.58,BMB2021
wais,3316.06,54803.61,219.22,218.03,0.93,BMB2021
wais,3316.91,54865.04,218.58,217.39,0.45,BMB2021
wais,3317.59,54908.89,218.72,217.54,1.09,BMB2021
wais,3319,55008.8,217.65,216.47,1.08,BMB2021
wais,3319.91,55075.13,219.7,218.51,0.49,BMB2021
wais,3320.9,55148,216.95,215.78,0.32,BMB2021
wais,3321.9,55233.6,214.68,213.52,1.3,BMB2021
wais,3322.92,55323.81,214.51,213.35,0.92,BMB2021
wais,3323.9,55424,214.05,212.89,0.97,BMB2021
wais,3324.9,55530.3,214.91,213.75,NaN,BMB2021
wais,3325.9,55644.35,216.48,215.3,0.09,BMB2021
wais,3326.9,55754.1,218.18,217,1.25,BMB2021
wais,3327.58,55827.26,216.28,215.11,0.94,BMB2021
wais,3328.89,55973.79,216.59,215.42,0.63,BMB2021
wais,3330.04,56098.29,214.45,213.29,0.95,BMB2021
wais,3330.89,56187.81,211.76,210.61,0.23,BMB2021
wais,3331.89,56291.26,212.79,211.63,0.48,BMB2021
wais,3333.22,56428.25,211.96,210.82,1.05,BMB2021
wais,3335.22,56625.92,211.55,210.4,1.18,BMB2021
wais,3337.23,56822.49,211.96,210.81,0.05,BMB2021
wais,3339.23,57026.14,216.42,215.25,1.02,BMB2021
wais,3341.23,57234.25,218.72,217.54,0.43,BMB2021
wais,3343.23,57456.47,222.14,220.94,0.78,BMB2021
wais,3345.23,57699.11,222.03,220.83,0.58,BMB2021
wais,3347.23,57939.95,229.05,227.81,0.14,BMB2021
wais,3349.22,58183.96,224.08,222.87,0.99,BMB2021
wais,3351.27,58415.71,225.4,224.18,0.41,BMB2021
wais,3353.23,58623.78,223.5,222.29,0.13,BMB2021
wais,3355.23,58850.66,226.41,225.19,0.77,BMB2021
wais,3357.23,59075.23,231.17,229.91,0.13,BMB2021
wais,3359.23,59282.3,234.27,233,1.05,BMB2021
wais,3361.22,59494.32,229.12,227.88,0.57,BMB2021
wais,3363.22,59708.1,232.07,230.81,0.23,BMB2021
wais,3365.23,59951.81,227.04,225.81,0.16,BMB2021
wais,3366.23,60087.24,228.1,226.87,0.46,BMB2021
wais,3367.23,60238.58,228,226.76,0.21,BMB2021
wais,3367.33,60255.21,224.33,223.12,0.63,BMB2021
wais,3369.22,60554.68,223.71,222.5,1.02,BMB2021
wais,3370.25,60752.3,224.79,223.57,0.8,BMB2021
wais,3371.23,60941.06,228.12,226.88,1.07,BMB2021
wais,3372.27,61143.15,220.37,219.18,NaN,BMB2021
wais,3372.32,61152.9,221.52,220.32,NaN,BMB2021
wais,3373.22,61350.48,220.06,218.87,1.35,BMB2021
wais,3374.23,61572.92,222.91,221.71,0.1,BMB2021
wais,3375.22,61790.6,218.43,217.24,0.55,BMB2021
wais,3376.23,62026.68,218.24,217.06,0.34,BMB2021
wais,3377.23,62239.53,217.06,215.89,0.9,BMB2021
wais,3377.88,62382.32,214.94,213.78,0.82,BMB2021
wais,3379.22,62672.72,211.7,210.56,0.29,BMB2021
wais,3380.28,62898.52,208.74,207.61,0.31,BMB2021
wais,3381.23,63075.03,209.26,208.13,0.83,BMB2021
wais,3383.22,63444.7,209.05,207.92,0.62,BMB2021
wais,3385.23,63797.12,208.07,206.95,0.11,BMB2021
wais,3386.23,63984.86,208.42,207.29,0.02,BMB2021
wais,3387.35,64192.25,214.88,213.71,1.19,BMB2021
wais,3387.84,64283.42,216.11,214.94,0.18,BMB2021
wais,3389.23,64505.41,212.7,211.55,1.12,BMB2021
wais,3390.23,64660.17,211.69,210.54,0.35,BMB2021
wais,3391.23,64825.92,213.31,212.15,0.48,BMB2021
wais,3392.05,64951.6,213.74,212.58,1.08,BMB2021
wais,3393.23,65163.41,211.23,210.09,0.3,BMB2021
wais,3395.23,65530,211.29,210.15,0.48,BMB2021
wais,3397.16,65911.8,211.47,210.32,0.53,BMB2021
wais,3399.22,66332.96,213.02,211.87,0.86,BMB2021
wais,3401.23,66729.17,213.23,212.07,0.8,BMB2021
wais,3403.22,67187.42,211.02,209.87,1.74,BMB2021
